id,split,source_entry,publish_date,Q_refined,category,subcategory,predication,department,keywords,content_keywords,related_law,bucket_key,cluster_text_norm,cluster_id,cluster_size,is_cluster_representative,importance,urgency,priority_type,cap_reason,evidence_tags,risk_evidence,counter_evidence,confidence,needs_review,trainable,validation_flags,reason,model,label_source
C16691-1,validation,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_36889.json,20190516120409,성산구의 웅남로 #@주소# 디와이파워주식회사 정문 앞 화단쪽 4차선 도로변 주정차 단속해주세요.,자동차,주차단속,요청/개선,경제교통과,성산구|디와이파워주식회사|주정차|단속,단속|디와이파워주식회사|주정차,,자동차|주차단속|요청개선|단속|디와이파워주식회사|주정차,성산구의 웅남로 디와이파워주식회사 정문 앞 화단쪽 4차선 도로변 주정차 단속해주세요,C00385356,4,False,2,2,FACILITY_ENVIRONMENT,NO_EXPLICIT_SAFETY_RISK,WEEDS,화단,NO_EXPLICIT_SAFETY_RISK,0.82,false,true,,도로변 풀·잡초 정비는 명시적 사고 위험이 없으면 통상 환경정비 요청으로 처리합니다.,rubric_rules_v3,row_rule_v3
C30103-1,train,∞é░δª╝/∞é░δª╝_26264.json,20190821103752,의창구의 종합터미널 버스정류장 근처 메타스콰어 나무 뿌리가 보도블럭으로 올라와 있으니 제거해 주세요.,산림,기타,요청/개선,산림농정과,의창구|종합터미널|버스정류장|나무 뿌리|보도블럭|제거,나무뿌리|버스정류장|보도블럭|제거,,산림|기타|요청개선|나무뿌리|버스정류장|보도블럭|제거,의창구의 종합터미널 버스정류장 근처 메타스콰어 나무 뿌리가 보도블럭으로 올라와 있으니 제거해 주세요,C00222788,1,True,2,2,FACILITY_ENVIRONMENT,NO_EXPLICIT_SAFETY_RISK,WEEDS,나무,NO_EXPLICIT_SAFETY_RISK,0.82,false,true,,도로변 풀·잡초 정비는 명시적 사고 위험이 없으면 통상 환경정비 요청으로 처리합니다.,rubric_rules_v3,row_rule_v3
B11147-2,train,∞£ä∞â¥/∞£ä∞â¥_19736.json,2019-10-02,코로나 시국에 유흥업소는 영업 중지 검토가 필요하지 않을까요.,위생,기타,요청/개선,문화위생과,코로나|유흥업소|영업 중지,영업중지|유흥업소|코로나,,위생|기타|요청개선|영업중지|유흥업소|코로나,코로나 시국에 유흥업소는 영업 중지 검토가 필요하지 않을까요,C00181343,2,True,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B5405-4,train,Ω│╡φå╡/Ω│╡φå╡_30290.json,2020-12-15,"창원산업선을 통해 영남권 산업단지의 다시 한번 부흥을 이루게 되었고 이것은 부전마산복선전철과의 연계로 신항, 신공항과 시너지 효과를 볼 수 있어 국가적으로 봐도 큰 혜택입니다. 우리 창원시에서도 노력 많이 해주세요.",공통,기타,건의/제기,안전건설교통국,창원산업선|영남권|부흥|부전마산복선전철|신공항|창원시|노력,노력|부전마산복선전철|부흥|신공항|영남권|창원산업선|창원시,,공통|기타|건의제기|노력|부전마산복선전철|부흥|신공항|영남권|창원산업선|창원시,창원산업선을 통해 영남권 산업단지의 다시 한번 부흥을 이루게 되었고 이것은 부전마산복선전철과의 연계로 신항 신공항과 시너지 효과를 볼 수 있어 국가적으로 봐도 큰 혜택입니다 우리 창원시에서도 노력 많이 해주세요,C00002541,4,False,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B51441-0,train,Ω╡Éφå╡/Ω╡Éφå╡_85465.json,2021-01-05,중앙선 및 흰색 실선 등이 거의 보이지 않으므로 선을 만들어 주세요.,교통,기타,요청/개선,경제교통과,중앙선|실선,실선|중앙선,,교통|기타|요청개선|실선|중앙선,중앙선 및 흰색 실선 등이 거의 보이지 않으므로 선을 만들어 주세요,C00041298,4,False,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B105139-2,train,Ω╡Éφå╡/Ω╡Éφå╡_85465.json,2017-06-10,남문시티프라디움 방향의 버스 노선 변경이 필요합니다.,교통,기타,요청/개선,교통정책과,남문시티프라디움|버스|노선|변경,남문시티프라디움|노선|버스|변경,,교통|기타|요청개선|남문시티프라디움|노선|버스|변경,남문시티프라디움 방향의 버스 노선 변경이 필요합니다,C00052700,3,True,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B46140-0,train,φûë∞áò/φûë∞áò_23197.json,2019-05-12,의창구 가족관계등록부를 조회하는 과정에서 발생한 불편함은 대도시와 지방도시의 차이에서 비롯된걸까요. 공무원 명찰 도입되면 좋겠습니다.,행정,외국인,고충/토로,민원지적과,의창구|가족관계등록부|조회|불편함,가족관계등록부|불편함|조회,,행정|외국인|고충토로|가족관계등록부|불편함|조회,의창구 가족관계등록부를 조회하는 과정에서 발생한 불편함은 대도시와 지방도시의 차이에서 비롯된걸까요 공무원 명찰 도입되면 좋겠습니다,C00171527,4,True,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B41693-0,train,∞£ä∞â¥/∞£ä∞â¥_19736.json,2019-05-26,"#@소속# 유통기한이 지난 음식들을 아동들에게 제공하고, 센터(창고)에 유통기한이 지난 음식들이 수두룩합니다.",위생,공중위생업소,요청/개선,자치행정과,유통기한|음식|아동|제공|수두룩|창고,수두룩|아동|유통기한|음식|제공|창고,,위생|공중위생업소|요청개선|수두룩|아동|유통기한|음식|제공|창고,유통기한이 지난 음식들을 아동들에게 제공하고 센터 창고 에 유통기한이 지난 음식들이 수두룩합니다,C00183263,1,True,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B20697-4,train,Ω╡Éφå╡/Ω╡Éφå╡_85465.json,2017-09-12,주차공간으로 말썽인 창원공단에 주차장 좀 마련해 주십시요.,교통,기타,요청/개선,경제교통과,창원공단|주차장,주차장,,교통|기타|요청개선|주차장,주차공간으로 말썽인 창원공단에 주차장 좀 마련해 주십시요,C00024717,1,True,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B138670-1,train,Ω▒┤∞╢òφùêΩ░Ç/Ω▒┤∞╢òφùêΩ░Ç_57256.json,2019-08-02,창원 #@주소#은 제1종 전용주거지역으로 나오던데 용도지역별 건축제한 사항에 저촉되지 않는지요?,건축허가,도시개발사업,요청/개선,건축허가과,창원,,,건축허가|도시개발사업|요청개선|__no_keyword__,창원 은 제1종 전용주거지역으로 나오던데 용도지역별 건축제한 사항에 저촉되지 않는지요,C00068394,3,True,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B21799-2,train,∞òê∞áäΩ▒┤∞äñ/∞òê∞áäΩ▒┤∞äñ_93747.json,2017-08-17,양쪽 주변으로 풀과 나무들이 너무 무성해서 도로로 다닐 수밖에 없는 상황입니다. 풀과 나무를 제거해서 인도 주변으로 통행 가능하도록 해주세요.,안전건설,기타,요청/개선,창원신항사업소,무성,무성,,안전건설|기타|요청개선|무성,양쪽 주변으로 풀과 나무들이 너무 무성해서 도로로 다닐 수밖에 없는 상황입니다 풀과 나무를 제거해서 인도 주변으로 통행 가능하도록 해주세요,C00243976,1,True,2,2,FACILITY_ENVIRONMENT,NO_EXPLICIT_SAFETY_RISK,WEEDS,나무|풀,NO_EXPLICIT_SAFETY_RISK,0.82,false,true,,도로변 풀·잡초 정비는 명시적 사고 위험이 없으면 통상 환경정비 요청으로 처리합니다.,rubric_rules_v3,row_rule_v3
C21825-2,train,∞âüφòÿ∞êÿδÅä/∞âüφòÿ∞êÿδÅä_17215.json,20190507093424,창원시 도로 맨홀뚜껑이 열려 있습니다.,상하수도,기타,요청/개선,상하수과,도로 맨홀뚜껑,도로맨홀뚜껑,,상하수도|기타|요청개선|도로맨홀뚜껑,창원시 도로 맨홀뚜껑이 열려 있습니다,C00197935,1,True,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B140640-2,train,φÖÿΩ▓╜δ»╕φÖö/φÖÿΩ▓╜δ»╕φÖö_38129.json,2019-04-02,"차량 저감장치 부착 사업 불가통보 후, 명확한 사유도 같이 통보 해주세요.",환경미화,대기/미세먼지,요청/개선,환경정책과,차량,차량,,환경미화|대기미세먼지|요청개선|차량,차량 저감장치 부착 사업 불가통보 후 명확한 사유도 같이 통보 해주세요,C00155226,1,True,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B104955-1,train,Ω▒┤∞╢òφùêΩ░Ç/Ω▒┤∞╢òφùêΩ░Ç_57256.json,2021-06-25,상남동에 현수막이 나무에 걸려있는데 허가 받지 않은 것으로 보이니 단속해주세요.,건축허가,옥외광고물,요청/개선,건축허가과,상남동|현수막|허가|나무,나무|허가|현수막,,건축허가|옥외광고물|요청개선|나무|허가|현수막,상남동에 현수막이 나무에 걸려있는데 허가 받지 않은 것으로 보이니 단속해주세요,C00085657,4,True,2,2,FACILITY_ENVIRONMENT,NO_EXPLICIT_SAFETY_RISK,WEEDS,나무,NO_EXPLICIT_SAFETY_RISK,0.82,false,true,,도로변 풀·잡초 정비는 명시적 사고 위험이 없으면 통상 환경정비 요청으로 처리합니다.,rubric_rules_v3,row_rule_v3
B110240-2,train,∞òê∞áäΩ▒┤∞äñ/∞òê∞áäΩ▒┤∞äñ_93747.json,2019-11-23,용호로 용남초등학교 정문 앞 보도의 가로수 분에 붙어 있는 안전신문고 스티커의 처리 사항이 궁금합니다.,안전건설,기타,문의(질의),안전건설과,용호로,,,안전건설|기타|문의질의|__no_keyword__,용호로 용남초등학교 정문 앞 보도의 가로수 분에 붙어 있는 안전신문고 스티커의 처리 사항이 궁금합니다,C00224350,4,False,2,2,FACILITY_ENVIRONMENT,NO_EXPLICIT_SAFETY_RISK,WEEDS,가로수,NO_EXPLICIT_SAFETY_RISK,0.82,false,true,,도로변 풀·잡초 정비는 명시적 사고 위험이 없으면 통상 환경정비 요청으로 처리합니다.,rubric_rules_v3,row_rule_v3
B106368-2,validation,∞áòδ│┤φå╡∞ïá/∞áòδ│┤φå╡∞ïá_93.json,2017-05-17,"창원시 시설관리공단 홈페이지는 익스플로러 10에 최적화 되었다고 공지하는데, 하위 버전을 사용하면 홈페이지 자체가 보이지 않습니다. 익스플로러 10에 최적화했으니 하위 버전 사용자가 일부 불편할 수야 있겠지만, 아예 보이지 않게 만드는 것은 문제가 있다고 생각합니다.",정보통신,홈페이지,요청/개선,창원시시설관리공단,시설관리공단,시설관리공단,,정보통신|홈페이지|요청개선|시설관리공단,창원시 시설관리공단 홈페이지는 익스플로러 10에 최적화 되었다고 공지하는데 하위 버전을 사용하면 홈페이지 자체가 보이지 않습니다 익스플로러 10에 최적화했으니 하위 버전 사용자가 일부 불편할 수야 있겠지만 아예 보이지 않게 만드는 것은 문제가 있다고 생각합니다,C00191063,1,True,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B95755-0,train,∞é░δª╝/∞é░δª╝_26264.json,2016-03-31,불종로거리 은행나무를 벚꽃나무로 교체하면 도심거리의 새로운 경쟁력이 될것으로 믿습니다.,산림,기타,건의/제기,산림녹지과,불종로거리|은행나무|벚꽃나무|교체,교체|벚꽃나무|은행나무,,산림|기타|건의제기|교체|벚꽃나무|은행나무,불종로거리 은행나무를 벚꽃나무로 교체하면 도심거리의 새로운 경쟁력이 될것으로 믿습니다,C00219699,5,False,2,2,FACILITY_ENVIRONMENT,NO_EXPLICIT_SAFETY_RISK,WEEDS,나무,NO_EXPLICIT_SAFETY_RISK,0.82,false,true,,도로변 풀·잡초 정비는 명시적 사고 위험이 없으면 통상 환경정비 요청으로 처리합니다.,rubric_rules_v3,row_rule_v3
B107486-0,train,δ│╡∞ºÇ/δ│╡∞ºÇ_20909.json,2016-08-31,창원시육아종합지원센터에서 운영하는 장난감도서관의 장난감 대여료를 현금으로만 받는데 카드 결제도 가능하게 해주세요.,복지,아동/청소년복지,건의/제기,여성청소년보육과,창원시육아종합지원센터,창원시육아종합지원센터,,복지|아동청소년복지|건의제기|창원시육아종합지원센터,창원시육아종합지원센터에서 운영하는 장난감도서관의 장난감 대여료를 현금으로만 받는데 카드 결제도 가능하게 해주세요,C00135586,1,True,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B83193-2,train,∞é░δª╝/∞é░δª╝_26264.json,2019-05-15,창원시 #@주소# 버스정류장 바로 옆에 있는 벚나무에 죽은 가지가 있으니 서둘러 가지치기를 해 주시기 바랍니다.,산림,기타,요청/개선,산림농정과,창원시|버스정류장|옆|벚나무|가지|가지치기,가지|가지치기|버스정류장|벚나무|옆,,산림|기타|요청개선|가지|가지치기|버스정류장|벚나무|옆,창원시 버스정류장 바로 옆에 있는 벚나무에 죽은 가지가 있으니 서둘러 가지치기를 해 주시기 바랍니다,C00218826,5,True,2,2,FACILITY_ENVIRONMENT,NO_EXPLICIT_SAFETY_RISK,WEEDS,가지치기|나무,NO_EXPLICIT_SAFETY_RISK,0.82,false,true,,도로변 풀·잡초 정비는 명시적 사고 위험이 없으면 통상 환경정비 요청으로 처리합니다.,rubric_rules_v3,row_rule_v3
B71086-4,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2021-05-11,경상남도 창원시 마산회원구 쪽에 있는 #@주소# 이렇게 주차해 놓은 차량 때문에 보이지 않습니다. 차량과 보행자 사이에 문제가 생기면 누가 책임지는 지요?,자동차,불법주정차,항의,경제교통과,책임|창원시|마산회원구|주차|차량|보행자|문제,문제|보행자|주차|차량|책임,,자동차|불법주정차|항의|문제|보행자|주차|차량|책임,경상남도 창원시 마산회원구 쪽에 있는 이렇게 주차해 놓은 차량 때문에 보이지 않습니다 차량과 보행자 사이에 문제가 생기면 누가 책임지는 지요,C00368566,1,True,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B101379-3,train,Ω│╡φå╡/Ω│╡φå╡_30290.json,2017-02-21,성산구 불곡사 옆 에어로빅하는 곳에 운동기구가 부족해요. 불편함을 느끼는 주민 분들이 많습니다. 주민 대표로서 민원을 올립니다.,공통,"진정, 건의",요청/개선,산림농정과,성산구|불곡사 옆|에어로빅|운동기구|부족|불편함,부족|불곡사옆|불편함|에어로빅|운동기구,,공통|진정건의|요청개선|부족|불곡사옆|불편함|에어로빅|운동기구,성산구 불곡사 옆 에어로빅하는 곳에 운동기구가 부족해요 불편함을 느끼는 주민 분들이 많습니다 주민 대표로서 민원을 올립니다,C00011764,2,False,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B71869-0,validation,φåá∞ºÇ/φåá∞ºÇ_761.json,2019-01-16,북면 지역 억울하게 투기과열지구로 지정된 우리동네 꼭 해제 해주세요.,토지,기타,요청/개선,주택정책과,북면|투기과열지구|지정|해제,지정|투기과열지구|해제,,토지|기타|요청개선|지정|투기과열지구|해제,북면 지역 억울하게 투기과열지구로 지정된 우리동네 꼭 해제 해주세요,C00165226,5,False,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
C27394-0,train,δåì∞ùà_∞╢ò∞é░/δåì∞ùà_∞╢ò∞é░_9392.json,20190717164121,창원 단감테마공원에 관광객들이 잔디밭에 앉아 놀기도 하는데 놀고 나서 먼지를 털수있는 에어건을 준비해 주시면 좋겠습니다.,농업_축산,기타,요청/개선,농업정책과,창원|단감테마공원|관광객들|잔디밭|먼지|털수있는|에어건|준비,관광객들|단감테마공원|먼지|에어건|잔디밭|준비|털수있는,,농업축산|기타|요청개선|관광객들|단감테마공원|먼지|에어건|잔디밭|준비|털수있는,창원 단감테마공원에 관광객들이 잔디밭에 앉아 놀기도 하는데 놀고 나서 먼지를 털수있는 에어건을 준비해 주시면 좋겠습니다,C00119325,1,True,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
C6344-4,train,∞é░δª╝/∞é░δª╝_26264.json,20190312093447,화장실 배관이 막혀서 확인해 본 결과 성산구 가로수 나무 뿌리가 배관을 건드려서 발생했으니 이에 대해서 구에서 처리해주시기 바랍니다.,산림,기타,요청/개선,산림농정과,성산구|가로수|나무 뿌리|배관,가로수|나무뿌리|배관,,산림|기타|요청개선|가로수|나무뿌리|배관,화장실 배관이 막혀서 확인해 본 결과 성산구 가로수 나무 뿌리가 배관을 건드려서 발생했으니 이에 대해서 구에서 처리해주시기 바랍니다,C00221171,1,True,2,2,FACILITY_ENVIRONMENT,NO_EXPLICIT_SAFETY_RISK,WEEDS,가로수|나무,NO_EXPLICIT_SAFETY_RISK,0.82,false,true,,도로변 풀·잡초 정비는 명시적 사고 위험이 없으면 통상 환경정비 요청으로 처리합니다.,rubric_rules_v3,row_rule_v3
B26511-4,train,δ¼╕φÖö_∞▓┤∞£í_Ω┤ÇΩ┤æ/δ¼╕φÖö_∞▓┤∞£í_Ω┤ÇΩ┤æ_20224.json,2020-11-07,드라마 촬영으로 인해 관람이 불가하다면 관광객들에게 미리 공지해 주셨어야죠. 홈페이지나 사전 공지를 왜 안합니까.,문화_체육_관광,기타,항의,문화위생과,드라마|촬영|관람|불가,관람|드라마|불가|촬영,,문화체육관광|기타|항의|관람|드라마|불가|촬영,드라마 촬영으로 인해 관람이 불가하다면 관광객들에게 미리 공지해 주셨어야죠 홈페이지나 사전 공지를 왜 안합니까,C00108104,4,False,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B19352-2,train,∞òê∞áäΩ▒┤∞äñ/∞òê∞áäΩ▒┤∞äñ_93747.json,2018-12-05,웅천동 소재 해양공원과 솔라(태양)의 영문표기가 잘못되어 있습니다. 정정 표기해 주세요.,안전건설,기타,요청/개선,안전건설과,웅천동|해양공원|영문표기|정정,영문표기|정정,,안전건설|기타|요청개선|영문표기|정정,웅천동 소재 해양공원과 솔라 태양 의 영문표기가 잘못되어 있습니다 정정 표기해 주세요,C00243151,4,False,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B33238-4,train,Ω╡Éφå╡/Ω╡Éφå╡_85465.json,2020-09-24,의창구 대성냉동부속 옆 건널목 횡단보도의 페인트가 노후됐으니 다시 칠해야 할 것 같아요.,교통,기타,요청/개선,경제교통과,의창구|대성냉동부속|건널목|횡단보도|페인트|노후,건널목|노후|대성냉동부속|페인트|횡단보도,,교통|기타|요청개선|건널목|노후|대성냉동부속|페인트|횡단보도,의창구 대성냉동부속 옆 건널목 횡단보도의 페인트가 노후됐으니 다시 칠해야 할 것 같아요,C00037916,1,True,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B29119-1,train,∞£ä∞â¥/∞£ä∞â¥_19736.json,2019-08-05,밑반찬 재사용 여부가 의심됩니다. #@주소# (#@번호#)에서 고기 식사 후 된장에 밥으로 마무리 중이었는데 김치에서 쌈장이 티스푼 정도의 양으로 묻어 나왔습니다.,위생,식품 영업업소,요청/개선,문화위생과,식사|후|김치|쌈장,김치|식사|쌈장|후,,위생|식품영업업소|요청개선|김치|식사|쌈장|후,밑반찬 재사용 여부가 의심됩니다 에서 고기 식사 후 된장에 밥으로 마무리 중이었는데 김치에서 쌈장이 티스푼 정도의 양으로 묻어 나왔습니다,C00182392,5,True,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B23616-0,train,∞£ä∞â¥/∞£ä∞â¥_19736.json,2017-11-27,의창구 용호동 가로수길 일반음식점 허용 바랍니다.,위생,식품 영업업소,건의/제기,도시계획과,의창구|용호동|가로수길|일반음식점|허용,가로수길|일반음식점|허용,,위생|식품영업업소|건의제기|가로수길|일반음식점|허용,의창구 용호동 가로수길 일반음식점 허용 바랍니다,C00181955,5,False,2,2,FACILITY_ENVIRONMENT,NO_EXPLICIT_SAFETY_RISK,WEEDS,가로수,NO_EXPLICIT_SAFETY_RISK,0.82,false,true,,도로변 풀·잡초 정비는 명시적 사고 위험이 없으면 통상 환경정비 요청으로 처리합니다.,rubric_rules_v3,row_rule_v3
B98112-4,train,φÖÿΩ▓╜δ»╕φÖö/φÖÿΩ▓╜δ»╕φÖö_38129.json,2016-07-20,창원시 #@주소#번길 쓰레기 때문에 도로선이 보이지 않고 타이어가 펑크날 것 같으니 쓰레기 치워주세요.,환경미화,폐기물처리,요청/개선,도시관리과,쓰레기|도로선|타이어|펑크,도로선|쓰레기|타이어|펑크,,환경미화|폐기물처리|요청개선|도로선|쓰레기|타이어|펑크,창원시 번길 쓰레기 때문에 도로선이 보이지 않고 타이어가 펑크날 것 같으니 쓰레기 치워주세요,C00153991,2,False,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B48660-2,train,∞é░δª╝/∞é░δª╝_26264.json,2020-08-05,"경상남도 창원시 성산구 #@주소# 소나무들 여러 그루가 심하게 기울어져서, 추가 폭우 시 넘어지면 도로가 차단되어 차량 운행에 큰 방해가 될터이니 속히 정비해주세요.",산림,기타,요청/개선,산림농정과,성산구|소나무|여러 그루|도로|차단|운행|방해,도로|방해|소나무|여러그루|운행|차단,,산림|기타|요청개선|도로|방해|소나무|여러그루|운행|차단,경상남도 창원시 성산구 소나무들 여러 그루가 심하게 기울어져서 추가 폭우 시 넘어지면 도로가 차단되어 차량 운행에 큰 방해가 될터이니 속히 정비해주세요,C00217189,5,False,2,2,FACILITY_ENVIRONMENT,NO_EXPLICIT_SAFETY_RISK,WEEDS,나무,NO_EXPLICIT_SAFETY_RISK,0.82,false,true,,도로변 풀·잡초 정비는 명시적 사고 위험이 없으면 통상 환경정비 요청으로 처리합니다.,rubric_rules_v3,row_rule_v3
B7367-2,train,∞òê∞áäΩ▒┤∞äñ/∞òê∞áäΩ▒┤∞äñ_93747.json,2021-07-08,#@주소# 정류장 앞 도로와 인도의 보도블록이 내려앉아 있어요.,안전건설,기타,요청/개선,하수도사업소,정류장|도로|인도|보도블록,도로|보도블록|인도|정류장,,안전건설|기타|요청개선|도로|보도블록|인도|정류장,정류장 앞 도로와 인도의 보도블록이 내려앉아 있어요,C00238341,1,True,2,2,ROUTINE_ADMIN,LOW_SIGNAL_DEFAULT,ROUTINE_REQUEST,,LOW_RISK_SIGNAL,0.72,true,false,,명확한 위험 근거가 부족한 일반 민원이라 보수적으로 낮은 기본 점수를 부여하고 검토 대상으로 둡니다.,rubric_rules_v3,row_rule_v3
B24525-4,validation,∞é░δª╝/∞é░δª╝_3283.json,2020-05-20,청량산 산책로 주변에 식재된 영산홍 및 동백나무를 1년에 2번 정도만이라도 전문가가 조경관리를 해주세요.,산림,기타,요청/개선,수산산림과,청량산 산책로 주변|영산홍|동백나무|1년|2번,1년|2번|동백나무|영산홍|청량산산책로주변,,산림|기타|요청개선|1년|2번|동백나무|영산홍|청량산산책로주변,청량산 산책로 주변에 식재된 영산홍 및 동백나무를 1년에 2번 정도만이라도 전문가가 조경관리를 해주세요,C00215247,3,False,2,2,FACILITY_ENVIRONMENT,NO_EXPLICIT_SAFETY_RISK,WEEDS,나무,NO_EXPLICIT_SAFETY_RISK,0.82,false,true,,도로변 풀·잡초 정비는 명시적 사고 위험이 없으면 통상 환경정비 요청으로 처리합니다.,rubric_rules_v3,row_rule_v3
